,Rank,Stock_id,Company_name,Proportion
766,767,2630,亞航,5.7e-05
767,768,2427,三商電,5.6e-05
768,769,1731,美吾華,5.6e-05
769,770,1517,利奇,5.6e-05
770,771,6205,詮欣,5.6e-05
771,772,8411,福貞-KY,5.6e-05
772,773,8374,羅昇,5.4999999999999995e-05
773,774,9906,欣巴巴,5.4999999999999995e-05
774,775,5284,jpp-KY,5.4999999999999995e-05
775,776,1783,和康生,5.4999999999999995e-05
776,777,2399,映泰,5.4000000000000005e-05
777,778,3311,閎暉,5.4000000000000005e-05
778,779,3312,弘憶股,5.4000000000000005e-05
779,780,4144,康聯-KY,5.3e-05
780,781,8072,陞泰,5.3e-05
781,782,9955,佳龍,5.2e-05
782,783,2453,凌群,5.1000000000000006e-05
783,784,2904,匯僑,5.1000000000000006e-05
784,785,1735,日勝化,5.1000000000000006e-05
785,786,1568,倉佑,5.1000000000000006e-05
786,787,1617,榮星,5e-05
787,788,6674,鋐寶科技,5e-05
788,789,3419,譁裕,5e-05
789,790,3588,通嘉,5e-05
790,791,2901,欣欣,4.9e-05
791,792,2413,環科,4.9e-05
792,793,2444,兆勁,4.7999999999999994e-05
793,794,2543,皇昌,4.7999999999999994e-05
794,795,1465,偉全,4.7999999999999994e-05
795,796,1524,耿鼎,4.7999999999999994e-05
796,797,1468,昶和,4.7999999999999994e-05
797,798,1724,台硝,4.7999999999999994e-05
798,799,5225,東科-KY,4.7999999999999994e-05
799,800,6165,捷泰,4.7000000000000004e-05
800,801,1809,中釉,4.7000000000000004e-05
801,802,1470,大統新創,4.7000000000000004e-05
802,803,1528,恩德,4.7000000000000004e-05
803,804,1340,勝悅-KY,4.7000000000000004e-05
804,805,1417,嘉裕,4.7000000000000004e-05
805,806,3094,聯傑,4.7000000000000004e-05
806,807,3047,訊舟,4.6e-05
807,808,6625,必應,4.6e-05
808,809,3591,艾笛森,4.4999999999999996e-05
809,810,2486,一詮,4.4999999999999996e-05
810,811,1423,利華,4.4999999999999996e-05
811,812,1474,弘裕,4.4999999999999996e-05
812,813,1414,東和,4.4000000000000006e-05
813,814,3607,谷崧,4.4000000000000006e-05
814,815,4581,光隆精密-KY,4.3e-05
815,816,6117,迎廣,4.3e-05
816,817,5608,四維航,4.3e-05
817,818,1540,喬福,4.3e-05
818,819,1732,毛寶,4.3e-05
819,820,1337,再生-KY,4.2e-05
820,821,4720,德淵,4.2e-05
821,822,3321,同泰,4.2e-05
822,823,4930,燦星網,4.1e-05
823,824,8429,金麗-KY,4.1e-05
824,825,1529,樂士,4.1e-05
825,826,2460,建通,4.1e-05
826,827,3050,鈺德,4.1e-05
827,828,3018,同開,4.1e-05
828,829,3025,星通,4e-05
829,830,3149,正達,3.9e-05
830,831,3296,勝德,3.9e-05
831,832,2415,錩新,3.9e-05
832,833,1236,宏亞,3.9e-05
833,834,6591,動力-KY,3.9e-05
834,835,6215,和椿,3.8e-05
835,836,1438,裕豐,3.8e-05
836,837,1443,立益,3.8e-05
837,838,2024,志聯,3.8e-05
838,839,2496,卓越,3.8e-05
839,840,3021,鴻名,3.7000000000000005e-05
840,841,1776,展宇,3.7000000000000005e-05
841,842,2038,海光,3.7000000000000005e-05
842,843,3535,晶彩科,3.7000000000000005e-05
843,844,6573,虹揚-KY,3.6e-05
844,845,2302,麗正,3.6e-05
845,846,1435,中福,3.6e-05
846,847,1539,巨庭,3.6e-05
847,848,1592,英瑞-KY,3.6e-05
848,849,2440,太空梭,3.6e-05
849,850,2911,麗嬰房,3.4e-05
850,851,2936,客思達-KY,3.4e-05
851,852,1466,聚隆,3.4e-05
852,853,1445,大宇,3.4e-05
853,854,4562,穎漢,3.4e-05
854,855,4807,日成-KY,3.3e-05
855,856,6431,光麗-KY,3.3e-05
856,857,9929,秋雨,3.3e-05
857,858,2032,新鋼,3.3e-05
858,859,3058,立德,3.3e-05
859,860,2516,新建,3.3e-05
860,861,2611,志信,3.3e-05
861,862,2358,廷鑫,3.2e-05
862,863,3002,歐格,3.2e-05
863,864,2305,全友,3.2e-05
864,865,1454,台富,3.2e-05
865,866,3550,聯穎,3.2e-05
866,867,6152,百一,3.1e-05
867,868,1727,中華化,3.1e-05
868,869,2471,資通,3.1e-05
869,870,1432,大魯閣,3e-05
870,871,8222,寶一,3e-05
871,872,6405,悅城,2.8999999999999997e-05
872,873,2431,聯昌,2.8999999999999997e-05
873,874,1456,怡華,2.8e-05
874,875,6226,光鼎,2.8e-05
875,876,8488,吉源-KY,2.8e-05
876,877,9902,台火,2.7000000000000002e-05
877,878,8033,雷虎,2.7000000000000002e-05
878,879,2468,華經,2.7000000000000002e-05
879,880,1587,吉茂,2.6e-05
880,881,1616,億泰,2.5e-05
881,882,3027,盛達,2.5e-05
882,883,6133,金橋,2.5e-05
883,884,8940,新天地,2.5e-05
884,885,3432,台端,2.3999999999999997e-05
885,886,3057,喬鼎,2.3e-05
886,887,1413,宏洲,2.3e-05
887,888,1324,地球,2.2000000000000003e-05
888,889,1441,大東,2.2000000000000003e-05
889,890,2236,百達-KY,2.2000000000000003e-05
890,891,2033,佳大,2.2000000000000003e-05
891,892,3593,力銘,2.2000000000000003e-05
892,893,6243,迅杰,2.1e-05
893,894,6172,互億,2.1e-05
894,895,1453,大將,2.1e-05
895,896,2482,連宇,2.1e-05
896,897,1805,寶徠,2e-05
897,898,3011,今皓,1.8e-05
898,899,3494,誠研,1.8e-05
899,900,8443,阿瘦,1.8e-05
900,901,6164,華興,1.7e-05
901,902,5484,慧友,1.7e-05
902,903,3229,晟鈦,1.7e-05
903,904,2429,銘旺科,1.7e-05
904,905,2380,虹光,1.7e-05
905,906,2438,翔耀,1.6e-05
906,907,2465,麗臺,1.6e-05
907,908,3308,聯德,1.6e-05
908,909,1472,三洋紡,1.6e-05
909,910,8201,無敵,1.6e-05
910,911,5906,台南-KY,1.5e-05
911,912,2491,吉祥全,1.5e-05
912,913,2424,隴華,1.5e-05
913,914,2243,宏旭-KY,1.4e-05
914,915,1516,川飛,1.3e-05
915,916,2443,億麗,1.3e-05
916,917,3046,建碁,1.3e-05
917,918,3686,達能,1.3e-05
918,919,9912,偉聯,1.1000000000000001e-05
919,920,3383,新世紀,9e-06
